name,birth_bonus,survival_bonus,energy_scale,n_steps,gamma,scenario,mode,replica,seed,steps,mean_pop_last50,final_pop,max_pop,extinct,extinction_step,total_moves
survival_0.05,0.2,0.05,3.0,4,0.95,S3,rule_learn,7,30007,500,45.44,59,206,0,500,10726
survival_0.05,0.2,0.05,3.0,4,0.95,S3,rule_learn,8,30008,500,42.84,48,217,0,500,13023
survival_0.05,0.2,0.05,3.0,4,0.95,S3,rule_learn,9,30009,500,44.72,56,219,0,500,12129
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,3,220003,500,38.18,53,189,0,500,9462
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,4,220004,500,36.46,64,195,0,500,9502
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,8,220008,500,35.04,0,198,1,83,1376
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,3,130003,500,77.47368421052632,0,209,1,18,375
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,7,130007,500,100.14285714285714,0,193,1,13,375
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,8,130008,500,68.9,0,195,1,19,365
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,9,130009,500,72.75,0,202,1,19,367
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,1,130001,500,38.52,0,214,1,100,1249
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,5,220005,500,38.02,37,192,0,500,9423
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,6,220006,500,37.58,59,199,0,500,9552
survival_0.05,0.2,0.05,3.0,4,0.95,S2,mlp_offline_learn,9,220009,500,36.28,18,188,0,500,9552
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_learn,4,130004,500,43.86,27,194,0,500,8643
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,0,230000,500,42.68,31,180,0,500,11408
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,1,230001,500,45.76,82,185,0,500,11009
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,3,230003,500,43.24,47,189,0,500,11328
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,0,40000,500,49.6,50,213,0,500,13693
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,2,230002,500,43.54,35,193,0,500,11349
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,1,40001,500,51.62,29,218,0,500,12910
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,2,40002,500,50.04,87,215,0,500,13116
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,3,40003,500,51.96,89,220,0,500,12445
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,4,40004,500,48.28,49,219,0,500,14199
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,5,40005,500,51.3,35,220,0,500,12948
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,6,40006,500,49.96,32,216,0,500,14456
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,7,40007,500,47.58,49,215,0,500,14837
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,8,40008,500,49.92,31,212,0,500,13088
survival_0.05,0.2,0.05,3.0,4,0.95,S4,rule_learn,9,40009,500,47.92,53,222,0,500,14716
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,0,140000,500,100.1875,0,212,1,15,379
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,4,230004,500,43.98,17,189,0,500,11161
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,3,140003,500,100.625,0,201,1,15,388
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,5,230005,500,42.84,42,202,0,500,10820
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,6,230006,500,46.24,53,182,0,500,11492
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,6,140006,500,99.6875,0,205,1,15,387
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,7,140007,500,113.2,0,216,1,14,373
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,8,140008,500,110.53333333333333,0,217,1,14,376
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,7,230007,500,46.2,42,200,0,500,11098
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,8,230008,500,43.72,15,198,0,500,11281
survival_0.05,0.2,0.05,3.0,4,0.95,S3,mlp_offline_learn,9,230009,500,43.28,63,186,0,500,11025
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,1,140001,500,54.94,97,207,0,500,10307
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,2,140002,500,56.66,98,210,0,500,8205
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,5,140005,500,50.38,39,214,0,500,9398
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,4,140004,500,50.38,77,210,0,500,8710
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_learn,9,140009,500,54.94,21,203,0,500,9491
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,0,240000,500,51.24,11,214,0,500,12187
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,1,240001,500,48.04,32,208,0,500,12373
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,2,240002,500,51.3,45,213,0,500,12197
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,0,20000,500,38.2,51,204,0,500,10836
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,1,20001,500,34.64,43,199,0,500,11930
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,2,20002,500,34.42,50,205,0,500,12297
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,3,20003,500,36.24,15,199,0,500,11558
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,4,20004,500,36.98,57,207,0,500,10840
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,5,20005,500,31.92,35,213,0,500,12820
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,6,20006,500,34.16,46,199,0,500,11990
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,7,20007,500,39.84,44,210,0,500,10467
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,8,20008,500,36.6,25,203,0,500,11771
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,rule_learn,9,20009,500,34.18,45,203,0,500,10598
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,0,120000,500,74.72222222222223,0,191,1,17,345
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,3,240003,500,50.02,27,213,0,500,12233
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,1,120001,500,60.77272727272727,0,189,1,21,355
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,2,120002,500,98.92307692307692,0,182,1,12,354
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,4,240004,500,48.12,36,211,0,500,12493
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,3,120003,500,79.6875,0,194,1,15,406
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,4,120004,500,79.82352941176471,0,176,1,16,428
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,5,240005,500,49.76,21,207,0,500,12546
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,5,120005,500,102.92307692307692,0,189,1,12,371
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,6,240006,500,49.3,60,210,0,500,12391
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,7,120007,500,67.52631578947368,0,184,1,18,375
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,8,120008,500,85.2,0,190,1,14,350
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,1,220001,500,100.6923076923077,0,202,1,12,288
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,9,120009,500,33.62,0,183,1,127,1750
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,7,240007,500,50.48,45,202,0,500,12109
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,8,240008,500,53.44,77,215,0,500,12069
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_learn,6,120006,500,38.4,32,198,0,500,7118
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,7,220007,500,94.6923076923077,0,202,1,12,246
survival_0.05,0.2,0.05,3.0,4,0.95,S4,mlp_offline_learn,9,240009,500,48.16,73,203,0,500,12231
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,0,220000,500,37.98,50,197,0,500,9452
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,2,220002,500,37.38,45,187,0,500,9404
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,8,220008,500,55.575,0,198,1,39,668
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,0,30000,500,41.4,55,209,0,500,11239
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,1,30001,500,39.48,33,212,0,500,14106
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,2,30002,500,43.9,59,214,0,500,10100
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,3,30003,500,44.56,38,203,0,500,10976
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,4,30004,500,45.2,34,214,0,500,10002
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,5,30005,500,39.84,30,206,0,500,13706
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,6,30006,500,45.42,60,197,0,500,10569
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,7,30007,500,44.6,36,207,0,500,10847
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,8,30008,500,45.06,25,217,0,500,10212
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,rule_learn,9,30009,500,41.28,31,219,0,500,13430
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,3,220003,500,41.16,69,189,0,500,9304
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,3,130003,500,77.47368421052632,0,209,1,18,375
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,4,220004,500,36.32,44,195,0,500,9320
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,7,130007,500,100.14285714285714,0,193,1,13,375
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,8,130008,500,68.9,0,195,1,19,365
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,9,130009,500,72.75,0,202,1,19,367
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,1,130001,500,46.76,0,214,1,142,2107
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,5,220005,500,39.8,54,192,0,500,9420
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,6,220006,500,37.74,21,199,0,500,9421
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S2,mlp_offline_learn,9,220009,500,31.26,34,188,0,500,9099
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_learn,4,130004,500,39.7,70,194,0,500,8901
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,0,230000,500,43.02,53,180,0,500,11252
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,1,230001,500,38.82,67,185,0,500,11057
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,2,230002,500,41.74,66,193,0,500,11390
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,0,40000,500,48.84,51,213,0,500,13494
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,1,40001,500,43.98,63,218,0,500,15689
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,2,40002,500,48.98,58,219,0,500,14607
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,3,40003,500,51.22,81,220,0,500,12058
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,4,40004,500,51.02,31,219,0,500,13673
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,5,40005,500,49.86,47,220,0,500,13104
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,6,40006,500,44.66,59,216,0,500,13815
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,7,40007,500,46.18,29,215,0,500,15408
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,3,230003,500,45.88,24,189,0,500,11330
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,8,40008,500,47.34,53,212,0,500,14337
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,rule_learn,9,40009,500,47.78,47,219,0,500,15047
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,0,140000,500,100.1875,0,212,1,15,379
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,4,230004,500,41.7,27,189,0,500,11101
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,3,140003,500,100.625,0,201,1,15,388
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,5,230005,500,43.0,14,202,0,500,10942
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,6,230006,500,45.92,35,182,0,500,11048
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,6,140006,500,99.6875,0,205,1,15,387
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,7,140007,500,113.2,0,216,1,14,373
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,2,140002,500,46.46,0,210,1,238,3849
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,7,230007,500,45.52,12,200,0,500,10894
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,8,140008,500,88.0,0,217,1,18,374
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,5,140005,500,42.84,0,214,1,195,3717
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,4,140004,500,46.54,0,210,1,236,4243
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,8,230008,500,44.5,39,198,0,500,11162
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S3,mlp_offline_learn,9,230009,500,44.12,62,186,0,500,11075
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,1,140001,500,51.28,59,207,0,500,10262
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_learn,9,140009,500,53.32,60,203,0,500,9470
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,0,240000,500,49.62,85,214,0,500,12376
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,1,240001,500,50.02,48,208,0,500,12366
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,2,240002,500,51.82,70,213,0,500,12050
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,0,20000,500,37.2,49,204,0,500,10835
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,1,20001,500,34.28,30,199,0,500,11887
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,3,240003,500,50.18,38,213,0,500,12243
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,2,20002,500,35.84,28,205,0,500,11998
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,4,20004,500,33.8,35,205,0,500,11963
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,3,20003,500,33.76,21,199,0,500,11861
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,6,20006,500,1.0,1,207,0,500,712
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,5,20005,500,32.18,28,213,0,500,12645
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,7,20007,500,34.1,28,210,0,500,10484
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,8,20008,500,33.92,46,202,0,500,11845
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,rule_learn,9,20009,500,33.46,23,204,0,500,11242
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,1,120001,500,60.77272727272727,0,189,1,21,355
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,0,120000,500,74.72222222222223,0,191,1,17,345
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,2,120002,500,98.92307692307692,0,182,1,12,354
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,3,120003,500,79.875,0,194,1,15,409
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,4,240004,500,50.86,45,211,0,500,12860
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,5,240005,500,50.3,48,207,0,500,12616
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,4,120004,500,79.82352941176471,0,176,1,16,428
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,5,120005,500,102.92307692307692,0,189,1,12,371
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,7,120007,500,67.52631578947368,0,184,1,18,375
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,8,120008,500,85.2,0,190,1,14,350
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,1,220001,500,100.6923076923077,0,202,1,12,288
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,9,120009,500,32.6,0,183,1,57,817
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,6,240006,500,52.28,55,210,0,500,12242
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,0,220000,500,35.0,0,197,1,355,6615
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_learn,6,120006,500,34.38,34,198,0,500,7031
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,8,240008,500,51.02,54,215,0,500,12322
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,7,240007,500,50.24,76,202,0,500,11954
energy_scale_1.5,0.2,0.02,1.5,4,0.95,S4,mlp_offline_learn,9,240009,500,47.66,39,203,0,500,12173
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,2,220002,500,36.7,29,187,0,500,9265
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,3,220003,500,35.74,47,189,0,500,9147
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,0,30000,500,42.64,58,209,0,500,11273
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,2,30002,500,37.44,39,214,0,500,12890
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,1,30001,500,40.9,51,212,0,500,14476
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,3,30003,500,20.42,29,203,0,500,12124
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,4,30004,500,46.46,49,214,0,500,9860
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,8,220008,500,38.02,0,198,1,95,1778
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,5,30005,500,43.38,69,206,0,500,10577
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,6,30006,500,41.0,50,194,0,500,14431
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,7,30007,500,49.76,34,206,0,500,10476
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,8,30008,500,43.82,48,217,0,500,10140
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,rule_learn,9,30009,500,45.16,28,219,0,500,10525
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,4,220004,500,36.78,27,195,0,500,9306
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,0,130000,500,73.42105263157895,0,200,1,18,384
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,2,130002,500,91.5625,0,198,1,15,402
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,3,130003,500,77.47368421052632,0,209,1,18,375
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,5,130005,500,78.0,0,207,1,18,393
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,6,130006,500,87.375,0,205,1,15,347
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,7,130007,500,100.14285714285714,0,193,1,13,375
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,1,130001,500,38.52,0,214,1,100,1249
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,8,130008,500,68.9,0,195,1,19,365
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,9,130009,500,72.75,0,202,1,19,367
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,5,220005,500,38.52,60,192,0,500,9373
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,6,220006,500,39.3,23,199,0,500,8914
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,7,220007,500,40.06,63,202,0,500,8946
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S2,mlp_offline_learn,9,220009,500,37.14,22,188,0,500,9249
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_learn,4,130004,500,37.24,53,194,0,500,8810
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,0,230000,500,45.36,66,180,0,500,11182
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,1,230001,500,43.06,25,185,0,500,11265
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,2,230002,500,42.76,44,193,0,500,11279
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,0,40000,500,51.1,39,213,0,500,12686
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,1,40001,500,53.24,31,218,0,500,13171
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,2,40002,500,46.96,32,219,0,500,14534
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,3,40003,500,52.78,32,220,0,500,10948
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,4,40004,500,50.14,56,219,0,500,14518
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,5,40005,500,51.64,80,220,0,500,12475
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,6,40006,500,51.04,50,217,0,500,13095
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,7,40007,500,53.38,51,216,0,500,10545
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,8,40008,500,54.16,39,212,0,500,11395
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,rule_learn,9,40009,500,49.6,46,222,0,500,13332
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,0,140000,500,100.1875,0,212,1,15,379
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,3,230003,500,44.82,60,189,0,500,11344
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,4,230004,500,45.1,42,189,0,500,11075
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,5,230005,500,43.14,35,202,0,500,11073
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,3,140003,500,100.625,0,201,1,15,388
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,6,230006,500,44.08,43,182,0,500,11184
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,6,140006,500,99.6875,0,205,1,15,387
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,7,140007,500,113.2,0,216,1,14,373
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,8,140008,500,110.53333333333333,0,217,1,14,376
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,7,230007,500,43.46,52,200,0,500,11004
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,8,230008,500,44.7,60,198,0,500,11170
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S3,mlp_offline_learn,9,230009,500,42.82,15,186,0,500,11137
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,1,140001,500,44.2,30,207,0,500,10581
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,2,140002,500,40.78,61,210,0,500,7972
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,4,140004,500,50.28,73,210,0,500,9232
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,5,140005,500,42.46,76,214,0,500,9158
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_learn,9,140009,500,56.26,0,203,1,376,7152
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,0,240000,500,49.9,78,214,0,500,12051
energy_scale_6.0,0.2,0.02,6.0,4,0.95,S4,mlp_offline_learn,1,240001,500,49.14,63,208,0,500,12288
