regen,metab,survival_probability,mean_final_population,std_final_population,mean_births,std_births,has_reproduction
0.091,0.507,0.59,28.11,28.004247892060945,26428.494,9303.09002761792,1
0.023,0.126,0.62,28.874,27.58706443244732,27119.684,8487.479380601993,1
0.213,1.095,0.654,35.078,31.058846018485617,29729.23,9773.50586683714,1
0.197,0.985,0.792,42.334,28.30424780841208,34053.056,8667.481414624666,1
0.194,0.944,0.772,41.11,28.2104572809446,34284.784,8370.898138034174,1
0.235,1.186,0.71,37.308,29.96613315060854,32083.056,8744.354260713824,1
0.143,0.752,0.698,35.178,28.453652067880498,29407.386,9113.03417029718,1
0.033,0.142,0.964,59.808,24.032376827937764,39935.98,5189.293215805019,1
0.165,0.815,0.828,45.166,27.401139465358007,34565.556,7803.326333997829,1
0.153,0.804,0.66,32.846,28.44584827351788,29012.212,9411.446447335074,1
0.066,0.34,0.72,36.826,29.211636790840736,31166.908,8790.516656917045,1
0.202,1.036,0.724,36.226,27.611427416922872,31051.792,8951.500283233867,1
0.043,0.157,0.996,69.414,20.89637777223603,45249.866,3826.963267140671,1
0.142,0.682,0.798,41.986,27.34976789663854,34976.856,7836.982758132367,1
0.209,0.901,0.936,57.494,26.36228298156288,39864.12,6531.218769081312,1
0.232,1.012,0.898,52.404,25.99916890979402,38692.804,7406.496889730259,1
0.289,1.207,0.922,57.862,26.054231057546104,41406.372,7189.360249536533,1
0.111,0.497,0.91,52.838,25.35956931810949,37641.246,7098.967250909389,1
0.178,0.787,0.896,52.054,26.43859080964793,38135.048,6973.625799087301,1
0.096,0.381,0.992,65.262,21.622704641186772,45599.506,4402.511487999094,1
0.181,0.844,0.836,46.308,27.81677795863496,35922.076,7452.396321333427,1
0.1,0.423,0.95,57.288,23.10344251404972,41028.232,6298.944532076465,1
0.177,0.743,0.96,58.268,22.92021326253314,41345.546,5534.643019733432,1
0.245,1.041,0.926,55.718,25.92679069996902,40518.282,6292.331537552356,1
0.121,0.553,0.874,49.242,26.105007872053974,36910.268,7584.32581500663,1
0.162,0.714,0.918,53.812,25.452164073021372,38271.796,6654.088165209715,1
0.279,1.007,0.998,71.528,20.182695954703377,46451.778,3936.5603265688687,1
0.246,0.921,0.998,67.292,19.07298445445809,45776.812,4008.459007730527,1
0.151,0.533,1.0,72.328,20.460117692721123,46339.79,3872.962121929415,1
0.097,0.313,1.0,78.048,19.232412641163876,49683.744,3703.8535265941605,1
